1775456758.044676931 rtt_ms=1.89 rttvar_ms=0.968 cwnd=413 bytes_sent=34946104 bytes_received=37 unacked=0 delivery_rate_bps=399007280 retrans= conn="ESTAB 0      2952400 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.071543216 rtt_ms=1.89 rttvar_ms=0.968 cwnd=413 bytes_sent=34946104 bytes_received=37 unacked=0 delivery_rate_bps=399007280 retrans= conn="ESTAB 0      2952400 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.096783984 rtt_ms=2.575 rttvar_ms=0.186 cwnd=433 bytes_sent=37377224 bytes_received=37 unacked=154 delivery_rate_bps=896380952 retrans= conn="ESTAB 0      3350672 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.122430751 rtt_ms=1.985 rttvar_ms=0.846 cwnd=433 bytes_sent=38710832 bytes_received=37 unacked=167 delivery_rate_bps=372925552 retrans= conn="ESTAB 0      3338176 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.149305426 rtt_ms=2.293 rttvar_ms=0.915 cwnd=433 bytes_sent=40032320 bytes_received=37 unacked=183 delivery_rate_bps=390040840 retrans= conn="ESTAB 0      3343432 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.175714568 rtt_ms=1.588 rttvar_ms=0.407 cwnd=433 bytes_sent=40824912 bytes_received=37 unacked=54 delivery_rate_bps=656850984 retrans= conn="ESTAB 0      3667784 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.203722333 rtt_ms=2.26 rttvar_ms=1.15 cwnd=433 bytes_sent=41618152 bytes_received=37 unacked=0 delivery_rate_bps=436323096 retrans= conn="ESTAB 0      2796352 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.231303289 rtt_ms=2.26 rttvar_ms=1.15 cwnd=433 bytes_sent=41618152 bytes_received=37 unacked=0 delivery_rate_bps=436323096 retrans= conn="ESTAB 0      2796352 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.258931622 rtt_ms=2.789 rttvar_ms=0.309 cwnd=433 bytes_sent=43371944 bytes_received=37 unacked=187 delivery_rate_bps=982605696 retrans= conn="ESTAB 0      2616536 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.291374698 rtt_ms=2.003 rttvar_ms=0.218 cwnd=433 bytes_sent=45225392 bytes_received=37 unacked=2 delivery_rate_bps=745215216 retrans= conn="ESTAB 0      3100168 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.318302056 rtt_ms=1.539 rttvar_ms=0.646 cwnd=433 bytes_sent=46610224 bytes_received=37 unacked=96 delivery_rate_bps=797178488 retrans= conn="ESTAB 0      3155192 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.343736796 rtt_ms=1.756 rttvar_ms=0.329 cwnd=433 bytes_sent=47995408 bytes_received=37 unacked=188 delivery_rate_bps=96533328 retrans= conn="ESTAB 0      3207312 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
